circelec,nce,idservel,local,kei
7007,IQUIQUE,3,COLEGIO DIOCESANO OBISPO LABBE,COLEGIO DIOCESANO OBISPO LABBE0p0IQUIQUE
7007,IQUIQUE,14,COLEGIO INGLES,COLEGIO INGLES0p0IQUIQUE
7007,IQUIQUE,4,COLEGIO REPUBLICA DE CROACIA,COLEGIO REPUBLICA DE CROACIA0p0IQUIQUE
7007,IQUIQUE,9,COLEGIO REPUBLICA DE ITALIA,COLEGIO REPUBLICA DE ITALIA0p0IQUIQUE
7007,IQUIQUE,16,COLEGIO SALESIANO DON BOSCO IQUIQUE,COLEGIO SALESIANO DON BOSCO IQUIQUE0p0IQUIQUE
7007,IQUIQUE,5,ESCUELA ALMIRANTE PATRICIO LYNCH,ESCUELA ALMIRANTE PATRICIO LYNCH0p0IQUIQUE
7007,IQUIQUE,15,ESCUELA ARTISTICA VIOLETA PARRA,ESCUELA ARTISTICA VIOLETA PARRA0p0IQUIQUE
7007,IQUIQUE,22,ESCUELA BASICA FRANCISCO FORGIONE,ESCUELA BASICA FRANCISCO FORGIONE0p0IQUIQUE
7007,IQUIQUE,20,ESCUELA CENTENARIO,ESCUELA CENTENARIO0p0IQUIQUE
7007,IQUIQUE,7,ESCUELA EDUARDO LLANOS,ESCUELA EDUARDO LLANOS0p0IQUIQUE
7007,IQUIQUE,10,ESCUELA ESPECIAL FLOR DEL INCA,ESCUELA ESPECIAL FLOR DEL INCA0p0IQUIQUE
7007,IQUIQUE,8,ESCUELA GABRIELA MISTRAL,ESCUELA GABRIELA MISTRAL0p0IQUIQUE
7007,IQUIQUE,19,ESCUELA PAULA JARAQUEMADA ALQUIZAR,ESCUELA PAULA JARAQUEMADA ALQUIZAR0p0IQUIQUE
7007,IQUIQUE,6,ESCUELA PLACIDO VILLARROEL,ESCUELA PLACIDO VILLARROEL0p0IQUIQUE
7007,IQUIQUE,2,LICEO BICENTENARIO SANTA MARIA,LICEO BICENTENARIO SANTA MARIA0p0IQUIQUE
7007,IQUIQUE,23,LICEO DEPORTIVO ELENA DUVAUCHELLE CABEZON,LICEO DEPORTIVO ELENA DUVAUCHELLE CABEZON0p0IQUIQUE
7007,IQUIQUE,17,LICEO LIBERTADOR GENERAL BERNARDO O´HIGGINS,LICEO LIBERTADOR GENERAL BERNARDO O´HIGGINS0p0IQUIQUE
7007,IQUIQUE,12,LICEO LUIS CRUZ MARTINEZ,LICEO LUIS CRUZ MARTINEZ0p0IQUIQUE
7007,IQUIQUE,13,LICEO MARIA AUXILIADORA,LICEO MARIA AUXILIADORA0p0IQUIQUE
7007,IQUIQUE,11,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE0p0IQUIQUE
7007,IQUIQUE,18,LICEO PRESIDENTE ANIBAL PINTO GARMENDIA.,LICEO PRESIDENTE ANIBAL PINTO GARMENDIA.0p0IQUIQUE
7715,IQUIQUE SUR,53,COLEGIO ANTAMARA,COLEGIO ANTAMARA0p0IQUIQUE SUR
7715,IQUIQUE SUR,51,COLEGIO BAJO MOLLE,COLEGIO BAJO MOLLE0p0IQUIQUE SUR
7715,IQUIQUE SUR,49,COLEGIO ESPANA,COLEGIO ESPANA0p0IQUIQUE SUR
7715,IQUIQUE SUR,52,COLEGIO MAHATMA GANDHI,COLEGIO MAHATMA GANDHI0p0IQUIQUE SUR
7715,IQUIQUE SUR,47,ESCUELA CHIPANA,ESCUELA CHIPANA0p0IQUIQUE SUR
7715,IQUIQUE SUR,48,ESCUELA PROFESOR MANUEL CASTRO RAMOS,ESCUELA PROFESOR MANUEL CASTRO RAMOS0p0IQUIQUE SUR
7715,IQUIQUE SUR,54,LICEO SAMCA ARUMANTI,LICEO SAMCA ARUMANTI0p0IQUIQUE SUR
7715,IQUIQUE SUR,50,UNIVERSIDAD ARTURO PRAT,UNIVERSIDAD ARTURO PRAT0p0IQUIQUE SUR
7225,ISLA DE MAIPO,2460,CENTRO EDUCACIONAL ISLA DE MAIPO,CENTRO EDUCACIONAL ISLA DE MAIPO0p0ISLA DE MAIPO
7225,ISLA DE MAIPO,2461,ESCUELA BASICA EFRAIN MALDONADO TORRES LOCAL: 1,ESCUELA BASICA EFRAIN MALDONADO TORRES LOCAL: 10p0ISLA DE MAIPO
7225,ISLA DE MAIPO,2462,ESCUELA BASICA EFRAIN MALDONADO TORRES LOCAL: 2,ESCUELA BASICA EFRAIN MALDONADO TORRES LOCAL: 20p0ISLA DE MAIPO
7225,ISLA DE MAIPO,2458,LICEO BICENTENARIO MARIO BERTERO CEVASCO LOCAL: 1,LICEO BICENTENARIO MARIO BERTERO CEVASCO LOCAL: 10p0ISLA DE MAIPO
7225,ISLA DE MAIPO,2459,LICEO BICENTENARIO MARIO BERTERO CEVASCO LOCAL: 2,LICEO BICENTENARIO MARIO BERTERO CEVASCO LOCAL: 20p0ISLA DE MAIPO
7124,ISLA DE PASCUA,508,LICEO LORENZO BAEZA VEGA,LICEO LORENZO BAEZA VEGA0p0ISLA DE PASCUA
7676,ISLA DEL REY,2659,ESCUELA RURAL CARBONEROS,ESCUELA RURAL CARBONEROS0p0ISLA DEL REY
7459,ISLA GUAR,1352,ESCUELA UNIFICADA ISLA GUAR,ESCUELA UNIFICADA ISLA GUAR0p0ISLA GUAR
7581,ISLA MAILLEN,1418,ESCUELA RURAL MAILLEN ESTERO,ESCUELA RURAL MAILLEN ESTERO0p0ISLA MAILLEN
7375,ISLA MOCHA,1038,ESCUELA ARMANDO ARANCIBIA OLIVOS,ESCUELA ARMANDO ARANCIBIA OLIVOS0p0ISLA MOCHA
7573,ISLA PULUQUI,1417,ESCUELA RURAL CHAUQUEAR,ESCUELA RURAL CHAUQUEAR0p0ISLA PULUQUI
7353,ISLA SANTA MARIA,974,ESCUELA FRANCISCO COLOANE,ESCUELA FRANCISCO COLOANE0p0ISLA SANTA MARIA
7619,JOSE PEDRO ALESSANDRI,2520,COLEGIO LIBERTADOR SIMON BOLIVAR,COLEGIO LIBERTADOR SIMON BOLIVAR0p0JOSE PEDRO ALESSANDRI
7619,JOSE PEDRO ALESSANDRI,2521,ESCUELA BASICA CENTRO EDUCACIONAL MILLANTU,ESCUELA BASICA CENTRO EDUCACIONAL MILLANTU0p0JOSE PEDRO ALESSANDRI
7619,JOSE PEDRO ALESSANDRI,2522,ESCUELA VILLA MACUL D-200 ,ESCUELA VILLA MACUL D-200 0p0JOSE PEDRO ALESSANDRI
7619,JOSE PEDRO ALESSANDRI,2523,GIMNASIO MUNICIPAL,GIMNASIO MUNICIPAL0p0JOSE PEDRO ALESSANDRI
7619,JOSE PEDRO ALESSANDRI,2526,LICEO MUNICIPALIZADO MANUEL ROJAS,LICEO MUNICIPALIZADO MANUEL ROJAS0p0JOSE PEDRO ALESSANDRI
7619,JOSE PEDRO ALESSANDRI,2524,LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR LOCAL: 1,LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR LOCAL: 10p0JOSE PEDRO ALESSANDRI
7619,JOSE PEDRO ALESSANDRI,2525,LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR LOCAL: 2,LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR LOCAL: 20p0JOSE PEDRO ALESSANDRI
7116,JUAN FERNANDEZ,483,JARDIN INFANTIL SANDALITO,JARDIN INFANTIL SANDALITO0p0JUAN FERNANDEZ
7164,LA CISTERNA,1898,CENTRO COMUNITARIO SERGIO SILVA ACUÑA,CENTRO COMUNITARIO SERGIO SILVA ACUÑA0p0LA CISTERNA
7164,LA CISTERNA,1899,CENTRO DE EMPRENDIMIENTO,CENTRO DE EMPRENDIMIENTO0p0LA CISTERNA
7164,LA CISTERNA,1900,CENTRO EDUCACIONAL SANTA CLARA,CENTRO EDUCACIONAL SANTA CLARA0p0LA CISTERNA
7164,LA CISTERNA,1901,COLEGIO ANTU,COLEGIO ANTU0p0LA CISTERNA
7164,LA CISTERNA,1902,COLEGIO NACIONES UNIDAS,COLEGIO NACIONES UNIDAS0p0LA CISTERNA
7164,LA CISTERNA,1903,COLEGIO PALESTINO,COLEGIO PALESTINO0p0LA CISTERNA
7164,LA CISTERNA,1906,ESCUELA BASICA OSCAR ENCALADA YOVANOVICH,ESCUELA BASICA OSCAR ENCALADA YOVANOVICH0p0LA CISTERNA
7164,LA CISTERNA,1904,ESCUELA ESPERANZA JOVEN LOCAL: 1,ESCUELA ESPERANZA JOVEN LOCAL: 10p0LA CISTERNA
7164,LA CISTERNA,1905,ESCUELA ESPERANZA JOVEN LOCAL: 2,ESCUELA ESPERANZA JOVEN LOCAL: 20p0LA CISTERNA
7164,LA CISTERNA,1907,LICEO POLITECNICO CIENCIA Y TECNOLOGIA LOCAL: 1,LICEO POLITECNICO CIENCIA Y TECNOLOGIA LOCAL: 10p0LA CISTERNA
7164,LA CISTERNA,1908,LICEO POLITECNICO CIENCIA Y TECNOLOGIA LOCAL: 2,LICEO POLITECNICO CIENCIA Y TECNOLOGIA LOCAL: 20p0LA CISTERNA
7164,LA CISTERNA,1909,LICEO POLIVALENTE OLOF PALME,LICEO POLIVALENTE OLOF PALME0p0LA CISTERNA
7164,LA CISTERNA,1910,LICEO PORTAL DE LA CISTERNA,LICEO PORTAL DE LA CISTERNA0p0LA CISTERNA
7091,LA CRUZ,321,COLEGIO LEONARDO DA VINCI,COLEGIO LEONARDO DA VINCI0p0LA CRUZ
7091,LA CRUZ,322,ESCUELA MARIA ALONSO CHACON,ESCUELA MARIA ALONSO CHACON0p0LA CRUZ
7091,LA CRUZ,323,LICEO SAN ISIDRO,LICEO SAN ISIDRO0p0LA CRUZ
7091,LA CRUZ,324,LICEO TECNICO AGRICOLA OBISPO RAFAEL LIRA INFANTE,LICEO TECNICO AGRICOLA OBISPO RAFAEL LIRA INFANTE0p0LA CRUZ
7259,LA ESTRELLA,652,ESCUELA PROFESORA MONICA SILVA GOMEZ,ESCUELA PROFESORA MONICA SILVA GOMEZ0p0LA ESTRELLA
7259,LA ESTRELLA,653,ESCUELA PROFESORA MONICA SILVA GOMEZ INTERNADO,ESCUELA PROFESORA MONICA SILVA GOMEZ INTERNADO0p0LA ESTRELLA
7172,LA GRANJA,1951,COLEGIO CHRISTIAN GARDEN SCHOOL,COLEGIO CHRISTIAN GARDEN SCHOOL0p0LA GRANJA
7172,LA GRANJA,1952,COLEGIO MUNICIPAL PROCERES DE CHILE,COLEGIO MUNICIPAL PROCERES DE CHILE0p0LA GRANJA
7172,LA GRANJA,1957,ESCUELA BASICA BENJAMIN SUBERCASEAUX,ESCUELA BASICA BENJAMIN SUBERCASEAUX0p0LA GRANJA
7172,LA GRANJA,1953,ESCUELA BASICA ISLAS DE CHILE,ESCUELA BASICA ISLAS DE CHILE0p0LA GRANJA
7172,LA GRANJA,1958,ESCUELA BASICA LA ARAUCANIA,ESCUELA BASICA LA ARAUCANIA0p0LA GRANJA
7172,LA GRANJA,1954,ESCUELA BASICA PADRE ESTEBAN GUMUCIO VIVES,ESCUELA BASICA PADRE ESTEBAN GUMUCIO VIVES0p0LA GRANJA
7172,LA GRANJA,1960,ESCUELA BASICA POETA OSCAR CASTRO ZUÑIGA,ESCUELA BASICA POETA OSCAR CASTRO ZUÑIGA0p0LA GRANJA
7172,LA GRANJA,1955,ESCUELA BASICA SANITAS,ESCUELA BASICA SANITAS0p0LA GRANJA
7172,LA GRANJA,1961,ESCUELA BASICA TECNO SUR,ESCUELA BASICA TECNO SUR0p0LA GRANJA
7172,LA GRANJA,1956,ESCUELA BELGICA,ESCUELA BELGICA0p0LA GRANJA
7172,LA GRANJA,1959,ESCUELA PARTICULAR CLAUDIO MATTE,ESCUELA PARTICULAR CLAUDIO MATTE0p0LA GRANJA
7172,LA GRANJA,1962,LICEO DOCTOR ALEJANDRO DEL RIO,LICEO DOCTOR ALEJANDRO DEL RIO0p0LA GRANJA
7172,LA GRANJA,1963,LICEO MALAQUIAS CONCHA LOCAL: 1,LICEO MALAQUIAS CONCHA LOCAL: 10p0LA GRANJA
7172,LA GRANJA,1964,LICEO MALAQUIAS CONCHA LOCAL: 2,LICEO MALAQUIAS CONCHA LOCAL: 20p0LA GRANJA
7172,LA GRANJA,1965,LICEO MUNICIPAL LA GRANJA POETA NERUDA,LICEO MUNICIPAL LA GRANJA POETA NERUDA0p0LA GRANJA
7172,LA GRANJA,1966,LICEO POLIVALENTE FRANCISCO FRIAS VALENZUELA,LICEO POLIVALENTE FRANCISCO FRIAS VALENZUELA0p0LA GRANJA
7172,LA GRANJA,1967,LICEO TECNICO PROFESIONAL PATRICIO AYLWIN AZOCAR LOCAL: 1,LICEO TECNICO PROFESIONAL PATRICIO AYLWIN AZOCAR LOCAL: 10p0LA GRANJA
7172,LA GRANJA,1968,LICEO TECNICO PROFESIONAL PATRICIO AYLWIN AZOCAR LOCAL: 2,LICEO TECNICO PROFESIONAL PATRICIO AYLWIN AZOCAR LOCAL: 20p0LA GRANJA
7046,LA HIGUERA,187,ESCUELA BASICA PEDRO PABLO MUNOZ,ESCUELA BASICA PEDRO PABLO MUNOZ0p0LA HIGUERA
7567,LA HUERTA,817,ESCUELA LA HUERTA DE MATAQUITO,ESCUELA LA HUERTA DE MATAQUITO0p0LA HUERTA
7552,LA JUNTA,1503,ESCUELA EUSEBIO IBAR SCHEPELER,ESCUELA EUSEBIO IBAR SCHEPELER0p0LA JUNTA
7368,LA LAJA,1024,ESCUELA ANDRES ALCAZAR,ESCUELA ANDRES ALCAZAR0p0LA LAJA
7368,LA LAJA,1025,ESCUELA JOSE ABELARDO NUNEZ,ESCUELA JOSE ABELARDO NUNEZ0p0LA LAJA
7368,LA LAJA,1026,ESCUELA NIVEQUETEN,ESCUELA NIVEQUETEN0p0LA LAJA
7368,LA LAJA,1027,LICEO POLITECNICO HEROES DE LA CONCEPCION,LICEO POLITECNICO HEROES DE LA CONCEPCION0p0LA LAJA
7072,LA LIGUA,261,COLEGIO LUIS CRUZ MARTINEZ,COLEGIO LUIS CRUZ MARTINEZ0p0LA LIGUA
7072,LA LIGUA,262,COLEGIO PARTICULAR SUBVENCIONADO SANTA MARIA,COLEGIO PARTICULAR SUBVENCIONADO SANTA MARIA0p0LA LIGUA
7072,LA LIGUA,263,ESCUELA GABRIELA MISTRAL ,ESCUELA GABRIELA MISTRAL 0p0LA LIGUA
7072,LA LIGUA,264,LICEO PULMAHUE  ,LICEO PULMAHUE  0p0LA LIGUA
7737,LA PASADA,1466,ESCUELA RURAL DORILA AGUILA AGUILAR,ESCUELA RURAL DORILA AGUILA AGUILAR0p0LA PASADA
7754,LA PAZ,1303,ESCUELA DOMITILA PINNA PARRA,ESCUELA DOMITILA PINNA PARRA0p0LA PAZ
7174,LA PINTANA,1971,CENTRO EDUCACIONAL MUNICIPAL MARIANO LATORRE,CENTRO EDUCACIONAL MUNICIPAL MARIANO LATORRE0p0LA PINTANA
7174,LA PINTANA,1973,COLEGIO IBEROAMERICANO,COLEGIO IBEROAMERICANO0p0LA PINTANA
7174,LA PINTANA,1974,COLEGIO NERUDA ,COLEGIO NERUDA 0p0LA PINTANA
7174,LA PINTANA,1982,COLEGIO SIMON BOLIVAR,COLEGIO SIMON BOLIVAR0p0LA PINTANA
7174,LA PINTANA,1977,COLEGIO TECNICO PROFESIONAL NOCEDAL,COLEGIO TECNICO PROFESIONAL NOCEDAL0p0LA PINTANA
7174,LA PINTANA,1978,ESCUELA BASICA JUAN DE DIOS ALDEA,ESCUELA BASICA JUAN DE DIOS ALDEA0p0LA PINTANA
7174,LA PINTANA,1972,ESCUELA CAPITAN AVALOS LOCAL: 1,ESCUELA CAPITAN AVALOS LOCAL: 10p0LA PINTANA
7174,LA PINTANA,1985,ESCUELA CAPITAN AVALOS LOCAL: 2,ESCUELA CAPITAN AVALOS LOCAL: 20p0LA PINTANA
7174,LA PINTANA,1979,ESCUELA MUNICIPAL VIOLETA PARRA,ESCUELA MUNICIPAL VIOLETA PARRA0p0LA PINTANA
7174,LA PINTANA,1981,ESCUELA PABLO DE ROKHA LOCAL: 1,ESCUELA PABLO DE ROKHA LOCAL: 10p0LA PINTANA
7174,LA PINTANA,1984,ESCUELA PABLO DE ROKHA LOCAL: 2,ESCUELA PABLO DE ROKHA LOCAL: 20p0LA PINTANA
7174,LA PINTANA,1975,ESCUELA PARTICULAR PRESIDENTE JOSE JOAQUIN PRIETO LOCAL: 1,ESCUELA PARTICULAR PRESIDENTE JOSE JOAQUIN PRIETO LOCAL: 10p0LA PINTANA
7174,LA PINTANA,1976,ESCUELA PARTICULAR PRESIDENTE JOSE JOAQUIN PRIETO LOCAL: 2,ESCUELA PARTICULAR PRESIDENTE JOSE JOAQUIN PRIETO LOCAL: 20p0LA PINTANA
7174,LA PINTANA,1969,LICEO MUNICIPALIZADO CENTRO EDUCACIONAL LA PINTANA LOCAL: 1,LICEO MUNICIPALIZADO CENTRO EDUCACIONAL LA PINTANA LOCAL: 10p0LA PINTANA
7174,LA PINTANA,1970,LICEO MUNICIPALIZADO CENTRO EDUCACIONAL LA PINTANA LOCAL: 2,LICEO MUNICIPALIZADO CENTRO EDUCACIONAL LA PINTANA LOCAL: 20p0LA PINTANA
7174,LA PINTANA,1980, LICEO N°523 PARQUE DE LAS AMERICAS, LICEO N°523 PARQUE DE LAS AMERICAS0p0LA PINTANA
7174,LA PINTANA,1983,LICEO VICTOR JARA,LICEO VICTOR JARA0p0LA PINTANA
7703,LA PUNTA,675,LICEO ELVIRA SANCHEZ DE GARCES,LICEO ELVIRA SANCHEZ DE GARCES0p0LA PUNTA
7196,LA REINA,2176,COLEGIO DE LA SALLE,COLEGIO DE LA SALLE0p0LA REINA
7196,LA REINA,2174,COLEGIO MUNICIPALIZADO CONFEDERACION SUIZA LOCAL: 1,COLEGIO MUNICIPALIZADO CONFEDERACION SUIZA LOCAL: 10p0LA REINA
7196,LA REINA,2175,COLEGIO MUNICIPALIZADO CONFEDERACION SUIZA LOCAL: 2,COLEGIO MUNICIPALIZADO CONFEDERACION SUIZA LOCAL: 20p0LA REINA
7196,LA REINA,2177,COLEGIO PARTICULAR SAGRADO CORAZON DE JESUS DE LA REINA,COLEGIO PARTICULAR SAGRADO CORAZON DE JESUS DE LA REINA0p0LA REINA
7196,LA REINA,2178,COLEGIO SAN CONSTANTINO,COLEGIO SAN CONSTANTINO0p0LA REINA
7196,LA REINA,2179,COLEGIO SANTA CATALINA LABOURE,COLEGIO SANTA CATALINA LABOURE0p0LA REINA
7196,LA REINA,2180,COLEGIO SANTA MARIA REINA,COLEGIO SANTA MARIA REINA0p0LA REINA
7196,LA REINA,2181,COLEGIO TERESIANO ENRIQUE DE OSSO LOCAL: 1,COLEGIO TERESIANO ENRIQUE DE OSSO LOCAL: 10p0LA REINA
7196,LA REINA,2182,COLEGIO TERESIANO ENRIQUE DE OSSO LOCAL: 2,COLEGIO TERESIANO ENRIQUE DE OSSO LOCAL: 20p0LA REINA
7196,LA REINA,2183,COMPLEJO EDUCACIONAL LA REINA SECCION BASICA,COMPLEJO EDUCACIONAL LA REINA SECCION BASICA0p0LA REINA
7196,LA REINA,2184,COMPLEJO EDUCACIONAL LA REINA SECCION MEDIA LOCAL: 1,COMPLEJO EDUCACIONAL LA REINA SECCION MEDIA LOCAL: 10p0LA REINA
7196,LA REINA,2185,COMPLEJO EDUCACIONAL LA REINA SECCION MEDIA LOCAL: 2,COMPLEJO EDUCACIONAL LA REINA SECCION MEDIA LOCAL: 20p0LA REINA
7196,LA REINA,2186,ESCUELA BASICA YANGTSE EX E-229,ESCUELA BASICA YANGTSE EX E-2290p0LA REINA
7196,LA REINA,2187,ESCUELA PALESTINA LOCAL: 1,ESCUELA PALESTINA LOCAL: 10p0LA REINA
7196,LA REINA,2188,ESCUELA PALESTINA LOCAL: 2,ESCUELA PALESTINA LOCAL: 20p0LA REINA
7196,LA REINA,2189,LICEO EUGENIO MARIA DE HOSTOS,LICEO EUGENIO MARIA DE HOSTOS0p0LA REINA
7044,LA SERENA,186,COLEGIO GABRIEL GONZALEZ VIDELA,COLEGIO GABRIEL GONZALEZ VIDELA0p0LA SERENA
7044,LA SERENA,185,COLEGIO GERONIMO RENDIC,COLEGIO GERONIMO RENDIC0p0LA SERENA
7044,LA SERENA,184,COLEGIO HEROES DE LA CONCEPCION,COLEGIO HEROES DE LA CONCEPCION0p0LA SERENA
7044,LA SERENA,183,COLEGIO JAPON,COLEGIO JAPON0p0LA SERENA
7044,LA SERENA,182,COLEGIO JAVIERA CARRERA,COLEGIO JAVIERA CARRERA0p0LA SERENA
7044,LA SERENA,181,COLEGIO JOSE MIGUEL CARRERA,COLEGIO JOSE MIGUEL CARRERA0p0LA SERENA
7044,LA SERENA,180,COLEGIO PARTICULAR SAN JOSE,COLEGIO PARTICULAR SAN JOSE0p0LA SERENA
7044,LA SERENA,179,COLEGIO PEDRO AGUIRRE CERDA,COLEGIO PEDRO AGUIRRE CERDA0p0LA SERENA
7044,LA SERENA,178,COLEGIO VICTOR DOMINGO SILVA,COLEGIO VICTOR DOMINGO SILVA0p0LA SERENA
7044,LA SERENA,177,ESCUELA GERMAN RIESCO,ESCUELA GERMAN RIESCO0p0LA SERENA
7044,LA SERENA,176,ESTADIO LA PORTADA,ESTADIO LA PORTADA0p0LA SERENA
7044,LA SERENA,175,ESTADIO LA PORTADA LOCAL: 2,ESTADIO LA PORTADA LOCAL: 20p0LA SERENA
7044,LA SERENA,174,LICEO GABRIELA MISTRAL DE LA SERENA,LICEO GABRIELA MISTRAL DE LA SERENA0p0LA SERENA
7044,LA SERENA,173,LICEO GREGORIO CORDOVEZ,LICEO GREGORIO CORDOVEZ0p0LA SERENA
7044,LA SERENA,172,LICEO IGNACIO CARRERA PINTO,LICEO IGNACIO CARRERA PINTO0p0LA SERENA
7044,LA SERENA,171,LICEO TECNICO MARTA BRUNET,LICEO TECNICO MARTA BRUNET0p0LA SERENA
7489,LA TAPERA,1485,ESCUELA RURAL CON INTERNADO LA TAPERA,ESCUELA RURAL CON INTERNADO LA TAPERA0p0LA TAPERA
7716,LA TIRANA,55,ESCUELA BASICA LA TIRANA,ESCUELA BASICA LA TIRANA0p0LA TIRANA
7437,LA UNION,2628,COLEGIO DE CULTURA Y DIFUSION ARTISTICA,COLEGIO DE CULTURA Y DIFUSION ARTISTICA0p0LA UNION
7437,LA UNION,2629,COLEGIO TECNICO PROFESIONAL HONORIO OJEDA VALDERAS,COLEGIO TECNICO PROFESIONAL HONORIO OJEDA VALDERAS0p0LA UNION
7437,LA UNION,2630,COLEGIO VIMAGIO,COLEGIO VIMAGIO0p0LA UNION
7437,LA UNION,2631,ESC.DIFERENC.VILLA SAN JOSE DE LA UNION,ESC.DIFERENC.VILLA SAN JOSE DE LA UNION0p0LA UNION
7437,LA UNION,2632,ESCUELA  LA UNION,ESCUELA  LA UNION0p0LA UNION
7437,LA UNION,2633,ESCUELA EL MAITEN,ESCUELA EL MAITEN0p0LA UNION
7437,LA UNION,2634,ESCUELA PRESIDENTE JORGE ALESSANDRI R.,ESCUELA PRESIDENTE JORGE ALESSANDRI R.0p0LA UNION
7437,LA UNION,2635,ESCUELA RADIMADI,ESCUELA RADIMADI0p0LA UNION
7437,LA UNION,2636,LICEO RECTOR ABDON ANDRADE COLOMA,LICEO RECTOR ABDON ANDRADE COLOMA0p0LA UNION
7688,LA VARA,1434,ESCUELA RURAL LA VARA,ESCUELA RURAL LA VARA0p0LA VARA
7630,LABRANZA,1280,ESCUELA LABRANZA,ESCUELA LABRANZA0p0LABRANZA
7630,LABRANZA,1281,SUN FLOWER SCHOOL,SUN FLOWER SCHOOL0p0LABRANZA
7441,LAGO RANCO,2647,LICEO ANTONIO VARAS,LICEO ANTONIO VARAS0p0LAGO RANCO
7441,LAGO RANCO,2648,LICEO ANTONIO VARAS LOCAL: 2,LICEO ANTONIO VARAS LOCAL: 20p0LAGO RANCO
7245,LAGO RAPEL (EL MANZANO),609,ESCUELA CONTRAMAESTRE CONSTANTINO MICALVI,ESCUELA CONTRAMAESTRE CONSTANTINO MICALVI0p0LAGO RAPEL (EL MANZANO)
7490,LAGO VERDE,1486,ESCUELA CON INTERNADO JOSE MIGUEL CARRERA,ESCUELA CON INTERNADO JOSE MIGUEL CARRERA0p0LAGO VERDE
7508,LAGUNA BLANCA,1550,ESCUELA DIEGO PORTALES,ESCUELA DIEGO PORTALES0p0LAGUNA BLANCA
7646,LAGUNA VERDE,521,ESCUELA BASICA N°150 LAGUNA VERDE G-289,ESCUELA BASICA N°150 LAGUNA VERDE G-2890p0LAGUNA VERDE
7626,LAGUNILLAS,1071,AMERICAN JUNIOR COLLEGE,AMERICAN JUNIOR COLLEGE0p0LAGUNILLAS
7626,LAGUNILLAS,1075,COLEGIO AMANECER CORONEL,COLEGIO AMANECER CORONEL0p0LAGUNILLAS
7626,LAGUNILLAS,1072,ESCUELA ARTURO HUGHES CERNA,ESCUELA ARTURO HUGHES CERNA0p0LAGUNILLAS
7626,LAGUNILLAS,1073,INSTITUTO DE HUMANIDADES ANTONIO MORENO CASAMITJANA,INSTITUTO DE HUMANIDADES ANTONIO MORENO CASAMITJANA0p0LAGUNILLAS
7626,LAGUNILLAS,1074,LICEO BICENTENARIO DE CORONEL,LICEO BICENTENARIO DE CORONEL0p0LAGUNILLAS
7626,LAGUNILLAS,1076,LICEO TECNICO PROFESIONAL DE LA MADERA,LICEO TECNICO PROFESIONAL DE LA MADERA0p0LAGUNILLAS
7126,LAMPA,1573,COMPLEJO EDUCACIONAL MANUEL PLAZA REYES LOCAL: 1,COMPLEJO EDUCACIONAL MANUEL PLAZA REYES LOCAL: 10p0LAMPA
7126,LAMPA,1574,COMPLEJO EDUCACIONAL MANUEL PLAZA REYES LOCAL: 2,COMPLEJO EDUCACIONAL MANUEL PLAZA REYES LOCAL: 20p0LAMPA
7126,LAMPA,1581,ESCUELA BASICA CACIQUE COLIN,ESCUELA BASICA CACIQUE COLIN0p0LAMPA
7126,LAMPA,1575,ESCUELA BASICA PARTICULAR JERUSALEN,ESCUELA BASICA PARTICULAR JERUSALEN0p0LAMPA
7126,LAMPA,1576,ESCUELA MANUEL SEGOVIA MONTENEGRO LOCAL: 1,ESCUELA MANUEL SEGOVIA MONTENEGRO LOCAL: 10p0LAMPA
7126,LAMPA,1577,ESCUELA MANUEL SEGOVIA MONTENEGRO LOCAL: 2,ESCUELA MANUEL SEGOVIA MONTENEGRO LOCAL: 20p0LAMPA
7126,LAMPA,1578,ESCUELA POLONIA GUTIERREZ LOCAL: 1,ESCUELA POLONIA GUTIERREZ LOCAL: 10p0LAMPA
7126,LAMPA,1579,ESCUELA POLONIA GUTIERREZ LOCAL: 2,ESCUELA POLONIA GUTIERREZ LOCAL: 20p0LAMPA
7126,LAMPA,1580,NORMA GONZALEZ GUERRA,NORMA GONZALEZ GUERRA0p0LAMPA
7428,LANCO,2608,ESCUELA FELIPE BARTHOU,ESCUELA FELIPE BARTHOU0p0LANCO
7428,LANCO,2609,ESCUELA PARTICULAR SAN FRANCISCO,ESCUELA PARTICULAR SAN FRANCISCO0p0LANCO
7428,LANCO,2610,LICEO POLIVALENTE CAMILO HENRIQUEZ G.,LICEO POLIVALENTE CAMILO HENRIQUEZ G.0p0LANCO
7656,LARAQUETE,1083,ESCUELA BASICA SAN PEDRO DE LARAQUETE,ESCUELA BASICA SAN PEDRO DE LARAQUETE0p0LARAQUETE
7142,LAS AMERICAS,1705,CENTRO EDUCACIONAL MUNICIPAL DOCTOR AMADOR NEGHME R.,CENTRO EDUCACIONAL MUNICIPAL DOCTOR AMADOR NEGHME R.0p0LAS AMERICAS
